created_at,text
2017-11-03 04:45:25,b'RT @AustenAllred: $AAPL has almost doubled since May 2016. Has added almost $400B to its market cap. Wrap your minds around that.'
2017-11-03 04:45:04,"b'RT @hezclay: $AAPL target raises post earnings:  Piper to $200,  BMO to $195, Cancrd to $195, Key/Pac to $192, Baird to $190,   RBC to $190\xe2\x80\xa6'"
2017-11-03 04:44:44,"b'Apple is two Fortune 100 businesses, and three Fortune 250 businesses in one (AAPL) https://t.co/ChaYK93gfz'"
2017-11-03 04:44:41,b'RT @BUZZ_Just_In: See why these assets are trending in 1 watchlist $AAPL #Machinelearning $ETH #smartcities #AI https://t.co/r09LfP1qvQ htt\xe2\x80\xa6'
2017-11-03 04:44:01,"b""On $AAPL's earnings report, @AustenAllred sums it up best: https://t.co/l6yCcExt3Z"""
2017-11-03 04:43:25,"b'Stocks making the biggest moves after hours: AAPL, SBUX &amp; more - https://t.co/6YfCuVQuXH'"
2017-11-03 04:43:17,"b'RT @hezclay: $AAPL target raises post earnings:  Piper to $200,  BMO to $195, Cancrd to $195, Key/Pac to $192, Baird to $190,   RBC to $190\xe2\x80\xa6'"
2017-11-03 04:41:04,b'@SirJohnSteele you understand $AAPL is one of the most owned/loved companies by fund managers right? They going to pile in more tomorrow.'
2017-11-03 04:39:08,"b'Loyalty rate for current #iPhone owners is 95%, compared to 53% for the next highest brand $AAPL #APPLE https://t.co/Dr1VHL5txw'"
2017-11-03 04:39:03,"b""Apple's iPhone business has more revenue than Amazon - Quartz https://t.co/KXZ4ZdLNyW"""
2017-11-03 04:38:49,b'Track trending assets in 1 watchlist #ArtificialIntelligence #Machinelearning #smartcities $AAPL $ETH\xe2\x80\xa6 https://t.co/YS5AczzHQk'
2017-11-03 04:38:32,b'RT @JasonPester: SpaghettiCode: Multiple sources now confirm 2018 #Apple (#AAPL) #iPhoneX will include increased notch size &amp; return of #To\xe2\x80\xa6'
