created_at,text
2017-11-05 18:38:40,RT @hiweareBTS: Buy the tickets to watch the @BTS_twt US debut performance on @AMAs! #BTSxAMAs #ARMYxAMAs  https://t.co/8WMwoSZEpS
2017-11-05 18:36:13,RT @hiweareBTS: Buy the tickets to watch the @BTS_twt US debut performance on @AMAs! #BTSxAMAs #ARMYxAMAs  https://t.co/8WMwoSZEpS
2017-11-05 18:36:09,RT @OneNoteEDU: Check out this article on how @MSOfficeLens &amp; #OneNote can benefit both Ts &amp; Ss by @lbubnick: https://t.co/a9Qf6uK6HP #acce…
2017-11-05 18:36:01,"With #MixedReality and #AI, the future of retail is here. Explore what you can do now: https://t.co/XTIWxUyrsI https://t.co/buM35Osyd7"
2017-11-05 18:34:40,RT @hiweareBTS: Buy the tickets to watch the @BTS_twt US debut performance on @AMAs! #BTSxAMAs #ARMYxAMAs  https://t.co/8WMwoSZEpS
2017-11-05 18:34:30,LMAO IT’S DAN https://t.co/2xkfXyE9cB
2017-11-05 18:33:10,Had to get rid of that tweet cos it was too direct and he follows me 😂💀
2017-11-05 18:33:08,RT @hiweareBTS: Buy the tickets to watch the @BTS_twt US debut performance on @AMAs! #BTSxAMAs #ARMYxAMAs  https://t.co/8WMwoSZEpS
2017-11-05 18:32:34,RT @hiweareBTS: Buy the tickets to watch the @BTS_twt US debut performance on @AMAs! #BTSxAMAs #ARMYxAMAs  https://t.co/8WMwoSZEpS
2017-11-05 18:32:30,"RT @MSTheater: Don't miss @BTS_twt performing here at the @AMAs here on November 19th!

Tickets: https://t.co/bUOpy3VPya https://t.co/fc1Il…"
2017-11-05 18:32:27,RT @hiweareBTS: Buy the tickets to watch the @BTS_twt US debut performance on @AMAs! #BTSxAMAs #ARMYxAMAs  https://t.co/8WMwoSZEpS
2017-11-05 18:32:10,"RT @btsanalytics: US 🇺🇸 ARMY! Wish to see @BTS_twt US debut stage live at @MSTheater for @AMAs? #BTSxAMAs

Purchase your tickets!
▶️(https:…"
2017-11-05 18:31:40,RT @hiweareBTS: Buy the tickets to watch the @BTS_twt US debut performance on @AMAs! #BTSxAMAs #ARMYxAMAs  https://t.co/8WMwoSZEpS
2017-11-05 18:31:39,RT @hiweareBTS: Buy the tickets to watch the @BTS_twt US debut performance on @AMAs! #BTSxAMAs #ARMYxAMAs  https://t.co/8WMwoSZEpS
2017-11-05 18:31:30,"RT @Blacktig4life: Xbox One X will be the first Xbox console to support Bluetooth | On MSFT
https://t.co/oOeFytZDhH https://t.co/hEik875b2b"
2017-11-05 18:31:19,"RT @Windows: Call us biased, but we think blue's the best. Download our 15-image “Glorious Blue” Windows Theme today: https://t.co/XnE2JURC…"
2017-11-05 18:31:11,RT @Windows: “Microsoft wants to break VR out of the basement and into the living room.” @DigitalTrends talks #WindowsMR: https://t.co/7jsc…
2017-11-05 18:31:07,"RT @Windows: The #Windows10 Fall Creators Update begins rolling out today, offering breakthroughs in creativity: https://t.co/vw3ixCFLRL ht…"
2017-11-05 18:30:40,"RT @MSTheater: Don't miss @BTS_twt performing here at the @AMAs here on November 19th!

Tickets: https://t.co/bUOpy3VPya https://t.co/fc1Il…"
2017-11-05 18:30:18,RT @hiweareBTS: Buy the tickets to watch the @BTS_twt US debut performance on @AMAs! #BTSxAMAs #ARMYxAMAs  https://t.co/8WMwoSZEpS
2017-11-05 18:29:58,RT @angelsprada: 14. IS THIS ALLOWED https://t.co/XcKwH5vyM2
2017-11-05 18:29:07,RT @hiweareBTS: Buy the tickets to watch the @BTS_twt US debut performance on @AMAs! #BTSxAMAs #ARMYxAMAs  https://t.co/8WMwoSZEpS
2017-11-05 18:28:43,"RT @MSLearning: If you have an MCSA, becoming a certified solutions expert in cloud infrastructure is 1 exam away: https://t.co/E3akXdiW8V…"
2017-11-05 18:28:26,"RT @btsanalytics: US 🇺🇸 ARMY! Wish to see @BTS_twt US debut stage live at @MSTheater for @AMAs? #BTSxAMAs

Purchase your tickets!
▶️(https:…"
2017-11-05 18:28:19,RT @hiweareBTS: Buy the tickets to watch the @BTS_twt US debut performance on @AMAs! #BTSxAMAs #ARMYxAMAs  https://t.co/8WMwoSZEpS
2017-11-05 18:28:04,Microsoft Corporation (MSFT) Stake Lowered by Egerton Capital UK LLP https://t.co/Kk9woRwi8A
2017-11-05 18:27:41,RT @hiweareBTS: Buy the tickets to watch the @BTS_twt US debut performance on @AMAs! #BTSxAMAs #ARMYxAMAs  https://t.co/8WMwoSZEpS
2017-11-05 18:27:39,"RT @btsanalytics: US 🇺🇸 ARMY! Wish to see @BTS_twt US debut stage live at @MSTheater for @AMAs? #BTSxAMAs

Purchase your tickets!
▶️(https:…"
2017-11-05 18:27:29,@MakeYourselfNrd Kind of like the days when people said email wouldn't replace inter office memos. How many of those are sent today?
2017-11-05 18:27:03,"RT @realMRMorrow: Ha not a great sign for  $MSFT with the #cloud taking on so much importance the #browser #hastowork fellas

https://t.co/…"
2017-11-05 18:27:00,RT @hiweareBTS: Buy the tickets to watch the @BTS_twt US debut performance on @AMAs! #BTSxAMAs #ARMYxAMAs  https://t.co/8WMwoSZEpS
2017-11-05 18:26:49,"RT @btsanalytics: US 🇺🇸 ARMY! Wish to see @BTS_twt US debut stage live at @MSTheater for @AMAs? #BTSxAMAs

Purchase your tickets!
▶️(https:…"
2017-11-05 18:26:30,"@Prime3k Hello! Help is here. For more info or if you need additional support, contact our customer support team https://t.co/yRDa6yak59."
