created_at,text
2017-11-22 23:10:02,"b'Sign up with @RobinhoodApp and get a stock like $AAPL, $MU, or $GE for FREE! Make sure to follow this link!\xe2\x80\xa6 https://t.co/yhallbOPKK'"
2017-11-22 23:09:15,"b""Join @RobinhoodApp and we'll both get a share of stock like $AAPL, $F, or $S for free. Make sure to use my link.\n\nhttps://t.co/ePwCIsmAdt"""
2017-11-22 23:06:40,b'RT @juliecjd: $BVTK- This is so exciting!  Amazing deals generated!!!  Cellucci rocks!!!\n$aapl $kmi $vz $tsla $msft $hon $c $amzn $bvtk $mm\xe2\x80\xa6'
2017-11-22 23:06:15,"b""Join @RobinhoodApp and we'll both get a share of stock like $AAPL, $F, or $S for free. Make sure to use my link.\n\nhttps://t.co/KRHrdABvpZ"""
2017-11-22 23:04:29,b'AppleMusic: .pnbrock never disappoints. Listen to his latest album #CatchTheseVibes.\nhttps://t.co/RIfCBfEevW'
2017-11-22 23:04:07,"b'Final #AAPL #PutCallRatios for Wednesday, November 22, 2017 https://t.co/a4XNNDS0Om https://t.co/JWtvedWwJs'"
2017-11-22 23:04:07,"b'Final #AAPL #PutCallRatios for Wednesday, November 22, 2017 https://t.co/p6Z2BdGO1o https://t.co/UujKSNcZRu'"
2017-11-22 23:03:05,b'$SPX $NASDAQ $DJIA $CAC $DAX $FTSE $JPM $TSLA $ES_F $CL_F $GC_F $TLT $WMT $JNJ $FB $GOOGL $MSFT $INTC $AMD $TWTR\xe2\x80\xa6 https://t.co/K90CWZW44n'
2017-11-22 22:58:21,"b'RT @CBOE: Retail roundup options action: $AMZN, $WMT, $M, $AAPL. Plus $HPE  @AngieMiles https://t.co/Ra5s5GiEjr'"
2017-11-22 22:58:03,b'Another Report Says the Next iPhone SE to Launch in Early 2018 https://t.co/L8517V535B #AppAdvice $AAPL'
2017-11-22 22:55:08,b'iTunes: A dinner to remember. \xf0\x9f\x8d\xbd\n#BeatrizatDinner is our #iTunesMOTW.\nRent it for 99\xc2\xa2 this week only. (US)\ncc beatri\xe2\x80\xa6 https://t.co/nPg9PE0ZDR'
2017-11-22 22:53:29,"b'RT @michael_saylor: The top five S&amp;P 500 Companies by market cap are all surfing #TheMobileWave.   Especially AAPL, GOOG, FB, &amp; AMZN.  http\xe2\x80\xa6'"
2017-11-22 22:53:29,b'RT @3_pm: POW: Pioneering Cryptocurrency Integrates With Twitter https://t.co/nhdug5j1n0 $FB $TWTR $AAPL $PCLN $GS $BAC $SPX $SPY $VIX #pen\xe2\x80\xa6'
2017-11-22 22:53:08,b'RT @maximustrading: POW: Pioneering Cryptocurrency Integrates With Twitter ...get free #POW https://t.co/4MJyfC8I9G   $FB $TWTR $AAPL $PCLN\xe2\x80\xa6'
2017-11-22 22:52:26,"b""RT @RichardHenryll: THE NEW GLOBAL network CURRENCY . It's like free BITCOINs , GET your free #POW Ethereum based ERC20 token here \xc2\xbb  https\xe2\x80\xa6"""
2017-11-22 22:48:58,"b'RT @Reuters: Skype, Microsoft\xe2\x80\x99s internet phone call and messaging service, disappears from app stores in China. More here: https://t.co/e0U\xe2\x80\xa6'"
2017-11-22 22:48:02,b'GET STARTED! CHAT WITH TRADERS ON OUR GOAL ORIENTED CHAT ROOM AT https://t.co/35LuLR0k4f $AAPL $MU $I'
2017-11-22 22:47:35,b'@TMFChipFool thanks to my ange group being prime consumers and competition in Paris\xe2\x80\x99 theaters I\xe2\x80\x99m able to go watch\xe2\x80\xa6 https://t.co/MEjGyo2e16'
2017-11-22 22:47:17,"b""RT @Reuters: In a rare disclosure, Apple's findings on self driving cars are revealed publicly.  @StephenNellis reports: https://t.co/sP7vX\xe2\x80\xa6"""
2017-11-22 22:45:06,"b""Apple's jaw-dropping 'spaceship' campus is open \xe2\x80\x94 take a look from above (AAPL) https://t.co/YkqbBCs6pf"""
2017-11-22 22:42:35,"b'Hot #Options Report For End Of Day - Wednesday, November 22 $AAPL $VRX $GG $ILG $CBS $VALE https://t.co/6QXe6psFeg'"
2017-11-22 22:42:30,b'RT @teresaarthur66: $AAPL $SQ $MU $BAC $VRX $AMZN $GE $BABA $FB $TWTR $TSLA $MSFT $NVDA $QCOM $NFLX $CRM $AMD-11/22 most active options htt\xe2\x80\xa6'
2017-11-22 22:41:05,"b""Apple celebrates Thanksgiving, Christmas with 'Sway' ad featuring iPhone X, AirPods https://t.co/kQfERNBghf\xe2\x80\xa6 https://t.co/jx2ao36ueG"""
2017-11-22 22:40:03,b'JOIN NOW! TALK STOCKS IN OUR GOAL ORIENTED CHAT ROOM AT https://t.co/35LuLR0k4f $AAPL $SHOP $IO'
2017-11-22 22:38:40,"b'Hot Options Report For End Of Day November 22nd \xe2\x80\x93 $AAPL, $VRX, $GG, $ILG, $CBS, $VALE\nhttps://t.co/DiwFp7cEb2'"
2017-11-22 22:37:00,"b'RT @AustenAllred: 1. Launch revolutionary product\n2. Sell into fragmented, undifferentiated market\n3. Expand scope + vertically integrate\n4\xe2\x80\xa6'"
2017-11-22 22:35:06,b'$AAPL $FB $MSFT $GOOGL $AMZN:\n\nHere Is What\xe2\x80\x99s Been Fueling the Big Gains Seen By US and \xe2\x80\xa6:\n\nhttps://t.co/SLbrDQ5eDj'
2017-11-22 22:32:02,b'MAXIMIZE PROFIT! SHARE IDEAS IN OUR INFORMATION DRIVEN CHAT ROOM AT https://t.co/35LuLR0k4f $AAPL $ARDX $I'
2017-11-22 22:30:12,b'ACTIVE TRADERS Try one of these FREE trading guides:\n\nhttps://t.co/V6AqY1iH7V\n\n$NFLX $TSLA $AAPL $JWN $GS $FB $AMZN $GOOGL $NVDA'
2017-11-22 22:29:03,"b'Apple (AAPL) Expands in AR, Acquires Headset Maker Vrvana https://t.co/RszpPfPkkD #vr'"
2017-11-22 22:25:04,"b""Today's Apps Gone Free: Evermusic, U4Ea, PhotoScan and More https://t.co/ZSCUJHlu5j #AppAdvice $AAPL https://t.co/80kOZTabfD"""
2017-11-22 22:23:18,b'Seen &amp; heard at $AAPL store: Dude buying #AppleWatch - removes #FitBit Blaze to try it on. Buys the Apple Watch ask\xe2\x80\xa6 https://t.co/OenZPGNq2g'
2017-11-22 22:22:04,"b'A day of thin #volume, holiday season trading \xe2\x9b\xb1\xef\xb8\x8f. Tech stocks moved nicely, profitable if traded properly $AAPL\xe2\x80\xa6 https://t.co/NoJQb3XB8a'"
2017-11-22 22:21:14,b'$AAPL $PG $VRX $CBS $VALE $M $ILG $BAC $OCLR $MSFT $MU $PSEC $TWTR $JCP $SQ $MU $HIMX-11/22 Highest volume strikes https://t.co/PNHXGoqjNS'
2017-11-22 22:19:14,"b""@ComfortablySmug @SonnyBunch @JVLast Don't discount the tragic fate of the AAPL NKE running edition"""
2017-11-22 22:13:02,b'$AAPL Do not put your faith in what statistics say until you have carefully considered what they do not say. ~Willi\xe2\x80\xa6 https://t.co/oonUuOtztR'
2017-11-22 22:10:55,b'$AAPL $SQ $MU $BAC $VRX $AMZN $GE $BABA $FB $TWTR $TSLA $MSFT $NVDA $QCOM $NFLX $CRM $AMD-11/22 most active options https://t.co/lCT8wMKOLn'
2017-11-22 22:10:22,"b""Join @RobinhoodApp and we'll both get a share of stock like $AAPL, $F, or $S for free. Make sure to use my link.\xe2\x80\xa6 https://t.co/uURo1OjLtv"""
2017-11-22 22:09:44,"b""Join @RobinhoodApp and we'll both get a share of stock like $AAPL, $F, or $S for free. Make sure to use my link.\n\nhttps://t.co/31ajjD1vGj"""
2017-11-22 22:08:05,"b""Apple's holiday ad shows off wireless AirPods and a stunning dance performance in the snow https://t.co/66C3Zd0gW1\xe2\x80\xa6 https://t.co/PhR9I6AvBc"""
2017-11-22 22:06:27,b'RT @politicalHEDGE: This First Published On 11/08/2017\xe2\x95\x91Apple\xe2\x80\x99s tax avoidance plan revealed in leaked documents $AAPL https://t.co/DzlkyPG52D'
2017-11-22 22:04:49,"b'RT @juliecjd: $BVTK-  Cellucci is getting business partners, clients, and deals committed to Bravatek!  One amazing CEO!! $aapl $kmi $vz $t\xe2\x80\xa6'"
2017-11-22 22:04:14,b'This First Published On 11/08/2017\xe2\x95\x91Apple\xe2\x80\x99s tax avoidance plan revealed in leaked documents $AAPL https://t.co/DzlkyPG52D'
2017-11-22 22:04:03,b'$DJIA $SPX $QQQ $BABA $MSFT $AMZN $AAPL $GOOG $FB $NFLX $BTC.X $USDCAD $EURUSD $USDJPY $GBPUSD $COMPQ: Trade Humor! https://t.co/9rCLIT0BKE'
2017-11-22 22:02:07,b'RT @ZeroPointNow: Report: iPhone X Made With Illegal High School Student Labor $AAPL https://t.co/L2qwTjUVEO https://t.co/rpcp8rLIeO'
2017-11-22 21:59:51,b'#Options #maxpain chart for $AAPL. Free options app https://t.co/kupWqdianH https://t.co/XPXl8A5ahQ'
2017-11-22 21:55:54,b'Research by Apple Inc (AAPL.O) computer scientists on how self-driving cars can better spot cyclists and... https://t.co/CaZ944sUAz'
2017-11-22 21:54:33,b'RT @Reuters: Scientists propose new software approach called for helping computers detect three-dimensional objects - Find out more in what\xe2\x80\xa6'
2017-11-22 21:53:43,"b'RT @AustenAllred: 1. Launch revolutionary product\n2. Sell into fragmented, undifferentiated market\n3. Expand scope + vertically integrate\n4\xe2\x80\xa6'"
2017-11-22 21:52:01,"b'BOOM!!! $ACHC \n\nTrade:\n$ACHC $30 Calls Dec.15\n@ $.80 \nClosed today for $2.05\nGAIN +156% / +$2,400 PROFIT\n$AAPL $AMZN https://t.co/U1ofCcx845'"
2017-11-22 21:50:05,"b'Best Apple Black Friday Deals: 9.7-inch iPad $249, $250 off MacBooks, iTunes gift cards, more\xe2\x80\xa6 https://t.co/g94becy6hg'"
2017-11-22 21:48:02,b'GET STARTED! CHAT WITH TRADERS ON OUR INFORMATION DRIVEN CHAT ROOM AT https://t.co/35LuLR0k4f $AAPL $TSLA $I'
