created_at,text
2017-11-09 00:14:28,@jomariewrites Have you tried utilizing our training center: https://t.co/4ZYgWVzSNF?
2017-11-09 00:14:16,RT @MicrosoftJobs: Inside the mind of scientist+designer @alonglastname. How cross-disciplinary work = innovative solutions. #STEMDay https…
2017-11-09 00:12:24,RT @Windows: The Windows Defender ATP ecosystem keeps growing. See how three key partnerships add security and visibility: https://t.co/jsf…
2017-11-09 00:12:22,VisualStudio: https://t.co/ynpFAdypoe - We've made it easier than ever to import existing #CMake projects &amp; cache… https://t.co/G9hniFasFS
2017-11-09 00:12:08,RT @MSCloud: Learn how we are using #AzureIoTSuite &amp; #PowerBI to bring #DigitalTransformation to the supply chain. Check it out: https://t.…
2017-11-09 00:12:04,"RT @OfficeSmallBiz: Learn more about Microsoft StaffHub, now included in Microsoft 365 Business &amp; @Office365 Business Premium: https://t.co…"
2017-11-09 00:12:00,"How to control your expenses at a self-run business 

https://t.co/XGOSkoobaJ"
2017-11-09 00:11:58,RT @SkypeBusiness: Don't let network issues interrupt your calls. Switch the meeting audio to your phone mid-meeting if needed: https://t.c…
2017-11-09 00:11:27,"RT @MSTheater: Don't miss @BTS_twt performing here at the @AMAs here on November 19th!

Tickets: https://t.co/bUOpy3VPya https://t.co/fc1Il…"
2017-11-09 00:11:01,RT @msdev: We've collected all of @simona_cotin's 20 Days of #Azure #CosmosDB in one place! Watch them here: https://t.co/p1HAnjTcqB https:…
2017-11-09 00:10:51,@mattwolfrob We think this Dell Inspiron is a great fit! https://t.co/DFL3f9K7Ph The AMD Ryzen 5 is great for video production!
2017-11-09 00:10:48,"This guy's a gangsta?
His real name's Clarence
Clarence lives at home
with both parents
Clarence's parents
have a r… https://t.co/eQd0aoHTIm"
2017-11-09 00:10:35,RT @VisualStudio: https://t.co/Y2GzPYGu2z - We've made it easier than ever to import existing #CMake projects &amp; cache configurations into #…
2017-11-09 00:10:04,RT @VisualStudio: https://t.co/Y2GzPYGu2z - We've made it easier than ever to import existing #CMake projects &amp; cache configurations into #…
2017-11-09 00:09:34,RT @MOMOSTOCKTRADES: BUY👉 $ATPT 👈20BAGGER😲 $DRYS $DCIX $QQQ $SINO $SHIP $TOPS $AMZN $RLOG $ESEA $EGLE $BSTN $ZNGA $SIRI $BRCD $INTC $PCLN $…
2017-11-09 00:09:31,"Obsidian Teasing New Game Announcement https://t.co/8HNs7vx4EY

submitted by   /u/keepitsteadyidiots   to   r/xboxone[link]   [comments]"
2017-11-09 00:09:30,"The Witcher 3: XboxOne X delivers 60fps https://t.co/Q6qs2xrQY1

submitted by   /u/alexeymakarov   to   r/xboxone[link]   [comments]"
2017-11-09 00:09:29,FYI: Bought the X from Best Buy and just purchased Extended Warranty from Microsoft just by chatting with support. No need to bring in the …
2017-11-09 00:09:24,RT @MOMOSTOCKTRADES: BUY👉 $ATPT 👈20BAGGER😲 $DRYS $DCIX $QQQ $SINO $SHIP $TOPS $AMZN $RLOG $ESEA $EGLE $BSTN $ZNGA $SIRI $BRCD $INTC $PCLN $…
2017-11-09 00:09:22,BingAds: Help save time with Search and Budget Opportunities in the Bing Ads app. Get started today: https://t.co/wwO2TpwTYJ …
2017-11-09 00:08:14,RT @Windows: The Windows Defender ATP ecosystem keeps growing. See how three key partnerships add security and visibility: https://t.co/jsf…
2017-11-09 00:06:14,Microsoft Word and LinkedIn will now help you write a killer resume (MSFT) https://t.co/uFc9JjTqgi
2017-11-09 00:06:09,RT @MOMOSTOCKTRADES: BUY👉 $ATPT 👈20BAGGER😲 $DRYS $DCIX $QQQ $SINO $SHIP $TOPS $AMZN $RLOG $ESEA $EGLE $BSTN $ZNGA $SIRI $BRCD $INTC $PCLN $…
2017-11-09 00:06:00,@MrBobzzzz Let's have you double check these HDR and advanced color settings: https://t.co/dIqnHFxBmN Did that help?
2017-11-09 00:05:57,RT @windowsblog: Windows 10 Tip: Save disk space with OneDrive Files On-Demand https://t.co/T4zz7yzKGx https://t.co/7hP1NkQg7o
2017-11-09 00:05:45,RT @MOMOSTOCKTRADES: BUY👉 $ATPT 👈20BAGGER😲 $DRYS $DCIX $QQQ $SINO $SHIP $TOPS $AMZN $RLOG $ESEA $EGLE $BSTN $ZNGA $SIRI $BRCD $INTC $PCLN $…
2017-11-09 00:05:31,RT @Azure: Learn how to secure your #Azure #SQL Database: https://t.co/ynZutCIjqW
2017-11-09 00:05:02,https://t.co/Y2GzPYGu2z - We've made it easier than ever to import existing #CMake projects &amp; cache configurations… https://t.co/0gkWVHQfRh
2017-11-09 00:04:59,"I've been a fan of @Benioff's trolling of MSFT for years. Back in those days when he referred to ""Azure"" as ""Azune""… https://t.co/6tp5OCe89u"
2017-11-09 00:04:55,"RT @msdev: Have you seen the new #VSCode C/C++ extension released last week?
Download it now: https://t.co/f1eKy6Ydhp https://t.co/pihzf5jX…"
2017-11-09 00:04:18,RT @Safer_Online: #Cyberbullying is as mean as bullying in real life. Be nice to others &amp; help build a safer internet! https://t.co/hqnTFAj…
2017-11-09 00:03:23,MICROSOFT (MSFT) ranked #36 out of 102 in the Nasdaq 100 ranking: https://t.co/RWEAMCmoPC
2017-11-09 00:03:19,"@NewsReadingOnly Hi! This can happen when the app signs in using an email address. More information, here: https://t.co/ibR1uGxbSD"
2017-11-09 00:02:36,RT @Safer_Online: #Cyberbullying is as mean as bullying in real life. Be nice to others &amp; help build a safer internet! https://t.co/hqnTFAj…
2017-11-09 00:02:36,RT @Safer_Online: #Cyberbullying is as mean as bullying in real life. Be nice to others &amp; help build a safer internet! https://t.co/hqnTFAj…
2017-11-09 00:02:31,RT @Safer_Online: #Cyberbullying is as mean as bullying in real life. Be nice to others &amp; help build a safer internet! https://t.co/hqnTFAj…
2017-11-09 00:02:22,RT @VisualStudio: We've added an easy way to run your #NodeJS apps on top of the Windows Subsystem for #Linux (WSL). See how: https://t.co/…
2017-11-09 00:02:11,RT @Windows: The Windows Defender ATP ecosystem keeps growing. See how three key partnerships add security and visibility: https://t.co/jsf…
2017-11-09 00:01:00,"@ihlnerd Hello! As long as it is not linked to a Microsoft account with services you use, you can! Here's how:
https://t.co/AN8U9oH586?"
2017-11-09 00:00:59,RT @Windows: The Windows Defender ATP ecosystem keeps growing. See how three key partnerships add security and visibility: https://t.co/jsf…
2017-11-09 00:00:01,The Windows Defender ATP ecosystem keeps growing. See how three key partnerships add security and visibility:… https://t.co/4AYALHI0El
2017-11-09 00:00:00,#Cyberbullying is as mean as bullying in real life. Be nice to others &amp; help build a safer internet! https://t.co/hqnTFAjiVb #OnlineSafety
2017-11-08 23:58:42,RT @VisualStudio: We've added an easy way to run your #NodeJS apps on top of the Windows Subsystem for #Linux (WSL). See how: https://t.co/…
2017-11-08 23:58:40,RT @LNPServices: #Microsoft $MSFT “#Resume Assistant” uses #LinkedIn’s data to make Word a better #résumé builder https://t.co/KphssCy91q
