created_at,text
2017-11-24 03:23:02,RT @bing: Holiday shopping doesn't have to be a drag. Streamline your season at https://t.co/y5J0gNILjc https://t.co/Q4nW8Bmwho
2017-11-24 03:20:39,RT @MicrosoftEDU: Give your students the power to become advocates of expanded access to computer science: https://t.co/Pq6XwspdBz #Microso…
2017-11-24 03:17:02,RT @leathershirts: vegans be at the thanksgiving dinner table like pass the uhhhhhhhhhhhhhhh croutons
2017-11-24 03:16:32,RT @BingAds: To help you get a great #ROI during the festive countdown find a #BingAds checklist to help you make sure you’re ready for the…
2017-11-24 03:16:27,RT @MicrosoftStore: Ready for #BlackFriday? Shop early at Microsoft Store for a chance to win an @Xbox One X. Everyone in line when we open…
2017-11-24 03:16:12,"RT @BingAds: #CyberMonday is rapidly approaching, are your #ppc accounts ready? Download our festive countdown planner here and prepare tod…"
2017-11-24 03:15:46,"RT @BingAds: Did you know #BlackFriday searches peak the day before, ramp up for several weeks prior and continue until December? Get last-…"
2017-11-24 03:14:29,RT @MicrosoftStore: Ready for #BlackFriday? Shop early at Microsoft Store for a chance to win an @Xbox One X. Everyone in line when we open…
2017-11-24 03:13:13,Hartford Financial Management Inc. Grows Position in Microsoft Corporation (NASDAQ:MSFT) https://t.co/Ka3UCo3RfL
2017-11-24 03:13:03,RT @Safer_Online: Some teens are starting to bully themselves online. Learn more about this growing trend: https://t.co/XQ0bebi3EP @USAToda…
2017-11-24 03:10:54,RT @MicrosoftStore: Ready for #BlackFriday? Shop early at Microsoft Store for a chance to win an @Xbox One X. Everyone in line when we open…
2017-11-24 03:10:37,RT @VisualStudio: #Dev get started with #Python Tools for #VisualStudio 2017 from installation to debugging &amp; more! https://t.co/elGUk2Qdun…
2017-11-24 03:09:26,"Forza developer hires Grand Theft Auto and Metal Gear Solid devs for open-world RPG https://t.co/jvKv9NWKXy

submit… https://t.co/qGCW9kqjXv"
2017-11-24 03:08:00,@fangbanger90 In this case. Let's have our Answer Desk folks take a look into this. Here's the link where you can r… https://t.co/Ori2McfuN7
2017-11-24 03:07:24,RT @MicrosoftStore: Ready for #BlackFriday? Shop early at Microsoft Store for a chance to win an @Xbox One X. Everyone in line when we open…
2017-11-24 03:06:14,RT @Safer_Online: Some teens are starting to bully themselves online. Learn more about this growing trend: https://t.co/XQ0bebi3EP @USAToda…
2017-11-24 03:06:05,RT @MicrosoftStore: @Amitmandal19 Hi there! We recommend checking in with our regional support team: https://t.co/5upJ1433ux.
2017-11-24 03:06:02,RT @Safer_Online: Some teens are starting to bully themselves online. Learn more about this growing trend: https://t.co/XQ0bebi3EP @USAToda…
2017-11-24 03:05:52,RT @Safer_Online: Some teens are starting to bully themselves online. Learn more about this growing trend: https://t.co/XQ0bebi3EP @USAToda…
2017-11-24 03:05:28,RT @SJosephBurns: Revenue streams for the 5 most valuable companies in the world $AAPL $GOOGL $MSFT $AMZN $FB via @ValaAfshar https://t.co/…
2017-11-24 03:04:52,RT @MicrosoftStore: Ready for #BlackFriday? Shop early at Microsoft Store for a chance to win an @Xbox One X. Everyone in line when we open…
2017-11-24 03:04:39,Hartford Financial Management Inc. Grows Position in Microsoft Corporation $MSFT https://t.co/yK1wbIo3jk
2017-11-24 03:04:05,RT @MicrosoftStore: Ready for #BlackFriday? Shop early at Microsoft Store for a chance to win an @Xbox One X. Everyone in line when we open…
2017-11-24 03:03:55,"@Davo816 Hi, Davo. Kindly connect with our Sales and support team regarding your query. Here's the link where you c… https://t.co/JeLo6mFW6h"
2017-11-24 03:00:27,idk what's going on but i want spaghetti.
2017-11-24 03:00:09,"RT @Windows: Got a gamer on your list? Get the Lenovo Legion Y720, Explorer Windows Mixed Reality Headset, and motion controllers for $1,19…"
2017-11-24 03:00:03,RT @MicrosoftTeams: Here's the difference between a public team and a private team: https://t.co/qAbASC4wca https://t.co/DTA16K6xd3
2017-11-24 03:00:01,Buffaloes and the Cloud: Students turn to tech to save poor farming families https://t.co/jc6XXDCbnY https://t.co/5RBPuDe72K
2017-11-24 03:00:00,Ready for #BlackFriday? Shop early at Microsoft Store for a chance to win an @Xbox One X. Everyone in line when we… https://t.co/H8nUjozjx4
2017-11-24 03:00:00,Some teens are starting to bully themselves online. Learn more about this growing trend: https://t.co/XQ0bebi3EP @USAToday #OnlineSafety
2017-11-24 03:00:00,"WATCH: The State of #Security with Satya Nadella and Brad Smith:
https://t.co/GuX7kNbVQA"
2017-11-24 02:55:58,RT @BLVCKMATTERS: I've never seen anyone look so graceful passing a blunt https://t.co/sKz4vTC7a8
2017-11-24 02:54:19,"RT @MPNCanada: How @Microsoft Is Revolutionizing The #Cloud: Satya Nadella's Strategy To Blow Past $20 Billion 
https://t.co/5SU9HD6Ab7 htt…"
2017-11-24 02:54:18,How @Microsoft Is Revolutionizing The #Cloud: Satya Nadella's Strategy To Blow Past $20 Billion… https://t.co/FVs5o7xPSr
2017-11-24 02:50:00,"@gulliverbear Absolutely! Check the post of Joy Kemprai on June 23, 2016 from the link below:… https://t.co/MNoZxQXX1o"
2017-11-24 02:47:56,RT @VisualStudio: #Dev get started with #Python Tools for #VisualStudio 2017 from installation to debugging &amp; more! https://t.co/elGUk2Qdun…
2017-11-24 02:46:47,RT @MicrosoftTeams: Get Started with the Getting Started Sample App: https://t.co/co8YOxB3Wa https://t.co/CEUonG42Dw
2017-11-24 02:45:43,RT @MicrosoftTeams: Get Started with the Getting Started Sample App: https://t.co/co8YOxB3Wa https://t.co/CEUonG42Dw
2017-11-24 02:45:24,RT @MicrosoftEDU: Ready for #CSEdWeek Dec 4-10? Get prepared by reading this blog post all about the new #MinecraftEdu #HourofCode tutorial…
2017-11-24 02:45:00,@kelskye Sure! We suggest you get in touch with our Answer Desk for further help. Contact them here: https://t.co/rAaBtmdDIY.
2017-11-24 02:44:20,"RT @juliecjd: $BVTK- This will help you understand the magnitude of deals generated!
$aapl $kmi $vz $tsla $msft $hon $c $amzn $bvtk $mmex $…"
2017-11-24 02:43:58,"RT @juliecjd: $BVTK- This will help you understand the magnitude of deals generated!
$aapl $kmi $vz $tsla $msft $hon $c $amzn $bvtk $mmex $…"
2017-11-24 02:43:51,RT @MicrosoftEDU: Find out what’s new with the #Windows10 Fall Creators Update like visual storytelling with the Photos app: https://t.co/A…
2017-11-24 02:43:25,RT @MicrosoftEDU: Ready for #CSEdWeek Dec 4-10? Get prepared by reading this blog post all about the new #MinecraftEdu #HourofCode tutorial…
2017-11-24 02:42:38,RT @MicrosoftEDU: #Skypeathon is almost here! Schedule your calls in advance to join this global learning event Nov.28-29: https://t.co/L4j…
2017-11-24 02:41:28,you shooting a video for lost boy? @officialjaden
2017-11-24 02:39:51,"RT @MSFTImagine: While you're on break, add this to your #reading list! Natural Language Processing with #Python... https://t.co/z6KzB0DAQy…"
2017-11-24 02:38:16,"RT @MSFTImagine: While you're on break, add this to your #reading list! Natural Language Processing with #Python... https://t.co/z6KzB0DAQy…"
2017-11-24 02:38:02,"$BVTK- This will help you understand the magnitude of deals generated!
$aapl $kmi $vz $tsla $msft $hon $c $amzn… https://t.co/FODjoAFx0y"
2017-11-24 02:35:49,Btw the Giants Redskins game is cheeks
2017-11-24 02:35:35,I am thankful for Phillip Rivers...
2017-11-24 02:30:02,NLDarthVader played Gears of War 4 (Xbox One) in the last 24 hours https://t.co/GepQKjOv2v #exophase
2017-11-24 02:29:05,RT @SimpnMild: When the doctor ask if you’re sexually active but your mom in the room https://t.co/YYFqBNZpCr
2017-11-24 02:26:00,@Its_Tsitsi Ouuuu I'm behind 😶
2017-11-24 02:25:27,RT @MicrosoftEDU: Give your students the power to become advocates of expanded access to computer science: https://t.co/Pq6XwspdBz #Microso…
2017-11-24 02:23:05,"RT @VisualStudio: For Microsoft Connect, LinkedIn Learning has unlocked 7 free courses to support your career as a developer!  https://t.co…"
2017-11-24 02:20:37,"I will never understand why seeing each other in underwear is forbidden, but seeing each other in swimming dress is okay."
2017-11-24 02:18:19,RT @SkypeClassroom: The latest @teachercast Podcast w/ @gruffcorn13 &amp; @Lanny_Watkins covers #skypeathon. Learn how to participate here: htt…
2017-11-24 02:17:59,RT @MicrosoftEDU: Give your students the power to become advocates of expanded access to computer science: https://t.co/Pq6XwspdBz #Microso…
2017-11-24 02:16:58,"RT @DanBilzerian: For everyone asking, i have 50% Bitcoin, 25% ETH, 15% Monero and 10% Bitcoin Cash"
2017-11-24 02:14:04,I just wanna listen to Pink Floyd and smoke a joint but Jared isn’t here :(
2017-11-24 02:12:58,RT @Azure: Discover how you can take data models that were built inside the #PowerBI desktop and easily convert them to #Azure Analysis Ser…
2017-11-24 02:11:33,Addison Capital Company Lowered @Microsoft (MSFT) Holding By $475116; Makemytrip Limited Ord (MMYT) Shorts Lowered… https://t.co/f4MYvMCjmV
